name,platform,genre,year_of_release,critic_score,user_score,rating,global_sales
Pro Evolution Soccer 2014,PS3,Action,2013,78.0,4.1,E,0.95
Tom Clancy's Ghost Recon: Future Soldier,PS3,Shooter,2012,79.0,6.9,M,0.94
Just Dance 2016,Wii,Misc,2015,75.0,7.0,E10+,0.95
Skylanders: Trap Team,Wii,Action,2014,73.0,7.1,E10+,0.95
NBA 2K16,X360,Sports,2015,77.0,3.2,E,0.9400000000000001
Rocksmith 2014,X360,Misc,2013,75.0,7.0,Unknown,0.94
Tom Clancy's Splinter Cell: Blacklist,PS3,Action,2013,84.0,7.7,M,0.9400000000000001
Rise of the Tomb Raider,PS4,Adventure,2016,72.0,7.55,Unknown,0.9400000000000001
Naruto Shippuden: Ultimate Ninja Storm 3,PS3,Fighting,2013,77.0,7.9,T,0.9400000000000001
EA Sports UFC 2,PS4,Sports,2016,79.0,6.2,T,0.93
Dragon Age: Inquisition,XOne,Role-Playing,2014,85.0,6.9,M,0.93
Kirby: Planet Robobot,3DS,Action,2016,81.0,8.7,E,0.93
Lego Batman 3: Beyond Gotham,PS4,Action,2014,73.0,7.1,E10+,0.92
The LEGO Movie Videogame,PS3,Action,2014,80.0,6.8,E10+,0.93
Assassin's Creed III,PC,Action,2012,80.0,6.2,M,0.93
Borderlands 2,PC,Shooter,2012,89.0,8.2,M,0.9299999999999999
Disney Magical World,3DS,Adventure,2013,71.0,7.5,E,0.93
MLB 15: The Show,PS4,Sports,2015,80.0,7.8,E,0.93
South Park: The Stick of Truth,PS3,Role-Playing,2014,85.0,8.5,M,0.93
South Park: The Stick of Truth,X360,Role-Playing,2014,82.0,8.4,M,0.9299999999999999
MLB 12: The Show,PS3,Sports,2012,87.0,7.5,E,0.9199999999999999
Harvest Moon 3D: A New Beginning,3DS,Action,2012,74.0,8.2,E,0.9299999999999999
Injustice: Gods Among Us,PS4,Fighting,2013,74.0,7.4,Unknown,0.92
NBA 2K14,XOne,Sports,2013,86.0,5.7,E,0.8999999999999999
SSX,PS3,Sports,2012,81.0,6.8,E,0.92
Street Fighter V,PS4,Fighting,2016,77.0,3.4,T,0.9
Just Cause 3,XOne,Action,2015,71.0,7.0,M,0.91
Crysis 3,X360,Shooter,2013,76.0,6.7,M,0.91
Far Cry 4,X360,Shooter,2014,76.0,7.0,M,0.9
The Witcher 2: Assassins of Kings,X360,Action,2012,88.0,8.3,M,0.9
LEGO Jurassic World,PS4,Action,2015,70.0,7.0,E10+,0.9
The Elder Scrolls Online,PC,Role-Playing,2014,71.0,5.7,M,0.9000000000000001
Madden NFL 25,PS4,Sports,2013,74.0,5.2,E,0.91
LEGO Marvel Super Heroes,3DS,Action,2013,61.0,5.2,E10+,0.8900000000000001
Skylanders: Trap Team,X360,Action,2014,73.0,7.1,E10+,0.89
LEGO The Lord of the Rings,Wii,Action,2012,73.0,7.2,E10+,0.8900000000000001
FIFA Street,X360,Sports,2012,77.0,6.7,E,0.89
MLB 16: The Show,PS4,Action,2016,73.0,7.1,Unknown,0.89
Lego Batman 3: Beyond Gotham,X360,Action,2014,73.0,6.8,E10+,0.89
The Jak and Daxter Collection,PS3,Platform,2012,78.0,7.2,Unknown,0.89
NCAA Football 13,PS3,Action,2012,79.0,4.1,E,0.8899999999999999
Minecraft: Story Mode,X360,Adventure,2015,72.0,7.55,Unknown,0.89
Far Cry: Primal,XOne,Action,2016,77.0,6.4,M,0.88
Resident Evil: Revelations,3DS,Action,2012,82.0,8.5,M,0.8700000000000001
Borderlands: The Handsome Collection,PS4,Shooter,2015,82.0,7.8,M,0.88
Sleeping Dogs,X360,Action,2012,80.0,7.9,M,0.87
Kingdoms of Amalur: Reckoning,X360,Role-Playing,2012,80.0,7.7,M,0.8700000000000001
Monster Strike 3DS,3DS,Action,2015,73.0,7.1,Unknown,0.87
LittleBigPlanet Karting,PS3,Action,2012,73.0,6.9,E,0.88
LEGO Jurassic World,X360,Action,2015,73.0,7.1,E10+,0.87
Crysis 3,PS3,Shooter,2013,77.0,6.3,M,0.87
Dragon Quest VIII: Journey of the Cursed King,3DS,Role-Playing,2015,74.0,7.5,T,0.86
Guitar Hero Live,PS4,Misc,2015,80.0,6.2,T,0.86
LEGO Jurassic World,PS3,Action,2015,73.0,7.4,E10+,0.85
Kingdoms of Amalur: Reckoning,PS3,Role-Playing,2012,81.0,7.6,M,0.8599999999999999
Tekken Tag Tournament 2,PS3,Fighting,2012,82.0,8.2,T,0.8500000000000001
Wii Fit U,WiiU,Sports,2013,72.0,7.7,E,0.84
Darksiders II,PS3,Action,2012,84.0,7.1,M,0.85
 Tales of Xillia 2,PS3,Role-Playing,2012,71.0,7.9,T,0.8400000000000001
Xenoblade Chronicles X,WiiU,Role-Playing,2015,84.0,8.9,T,0.8400000000000001
The Evil Within,PS3,Action,2014,73.0,7.6,M,0.8500000000000001
NCAA Football 14,PS3,Sports,2013,77.0,6.2,E,0.84
Sniper Elite V2,X360,Shooter,2012,67.0,6.8,M,0.8300000000000001
Street Fighter X Tekken,PS3,Fighting,2012,84.0,5.3,T,0.82
God of War Saga,PS3,Action,2012,73.0,8.3,M,0.83
Devil May Cry HD Collection,PS3,Action,2012,74.0,8.8,M,0.8099999999999999
Thief (2014),PS4,Action,2014,73.0,7.1,Unknown,0.8200000000000001
Dance Central 3,X360,Misc,2012,86.0,8.0,T,0.81
Twisted Metal (2012),PS3,Action,2012,73.0,7.1,Unknown,0.82
Madden NFL 25,XOne,Sports,2013,73.0,5.9,E,0.8
Professor Layton vs Phoenix Wright: Ace Attorney,3DS,Puzzle,2012,79.0,8.5,T,0.8
Killzone: Mercenary,PSV,Shooter,2013,78.0,8.9,M,0.8000000000000002
Final Fantasy X / X-2 HD Remaster,PSV,Role-Playing,2013,86.0,8.5,T,0.8
DmC: Devil May Cry,PS3,Action,2013,85.0,5.3,M,0.7899999999999999
Darksiders II,X360,Action,2012,83.0,8.0,M,0.79
Need for Speed Rivals,X360,Racing,2013,76.0,5.4,E10+,0.8
[Prototype 2],X360,Action,2012,74.0,7.0,M,0.79
Dragon Quest Monsters 2,3DS,Role-Playing,2014,74.0,7.5,Unknown,0.79
Dragon's Dogma,X360,Role-Playing,2012,75.0,7.8,M,0.78
Pro Evolution Soccer 2016,PS4,Sports,2015,87.0,7.1,E,0.78
The Amazing Spider-Man (Console Version),PS3,Action,2012,73.0,7.1,Unknown,0.7899999999999999
Rare Replay,XOne,Misc,2015,84.0,7.7,M,0.79
Forza Horizon 2,X360,Racing,2014,75.0,5.1,E10+,0.78
WWE 2K15,PS3,Sports,2014,55.0,3.1,T,0.7799999999999999
Dead Island: Riptide,X360,Action,2013,57.0,6.3,M,0.78
Madden NFL 16,PS3,Sports,2015,77.0,3.1,E,0.7699999999999999
Mario & Sonic at the Sochi 2014 Olympic Winter Games,WiiU,Sports,2013,77.0,5.7,Unknown,0.78
Aliens: Colonial Marines,X360,Shooter,2013,48.0,3.8,M,0.77
Resident Evil: Operation Raccoon City,X360,Action,2012,52.0,4.9,M,0.78
The Walking Dead: Season One,PS3,Adventure,2012,72.0,7.55,Unknown,0.76
Bayonetta 2,WiiU,Action,2014,91.0,8.2,M,0.76
Doom (2016),XOne,Shooter,2016,76.0,6.7,Unknown,0.76
Mario & Luigi: Paper Jam,3DS,Role-Playing,2015,74.0,7.5,Unknown,0.75
Professor Layton and the Azran Legacy,3DS,Puzzle,2013,81.0,7.9,E10+,0.76
Nintendo Presents: New Style Boutique 2 - Fashion Forward,3DS,Misc,2015,75.0,7.0,Unknown,0.7500000000000001
Titanfall 2,PS4,Shooter,2016,89.0,8.4,M,0.7600000000000001
Metal Gear Solid V: The Phantom Pain,XOne,Action,2015,95.0,7.3,M,0.75
LEGO Batman 2: DC Super Heroes,3DS,Action,2012,72.0,5.2,E10+,0.75
SoulCalibur V,PS3,Fighting,2012,81.0,6.7,T,0.7399999999999999
Pro Evolution Soccer 2015,PS4,Sports,2014,82.0,7.2,E,0.75
Final Fantasy XIV: A Realm Reborn,PS4,Role-Playing,2014,74.0,7.5,Unknown,0.75
Rhythm Heaven: The Best+,3DS,Misc,2015,75.0,7.0,Unknown,0.75
Dark Souls II,X360,Role-Playing,2014,91.0,7.9,T,0.74
Final Fantasy X/X-2 HD Remaster,PS4,Role-Playing,2015,74.0,7.5,Unknown,0.7300000000000001
[Prototype 2],PS3,Action,2012,79.0,6.8,M,0.74
Resident Evil: Revelations,PS3,Action,2013,74.0,7.2,M,0.74
Dragon Quest Heroes: The World's Tree Woe and the Blight Below,PS4,Action,2015,73.0,7.1,Unknown,0.73
The Elder Scrolls V: Skyrim,XOne,Role-Playing,2016,74.0,7.5,Unknown,0.75
Lego Batman 3: Beyond Gotham,PS3,Action,2014,73.0,6.7,E10+,0.7300000000000001
MLB 13: The Show,PS3,Sports,2013,87.0,7.8,E,0.74
LEGO Marvel Super Heroes,WiiU,Action,2013,82.0,8.0,E10+,0.74
NBA 2K16,PS3,Sports,2015,77.0,4.6,E,0.7300000000000001
FIFA 17,PS3,Sports,2016,77.0,3.3,E,0.7300000000000001
Dragon Age: Inquisition,PC,Role-Playing,2014,85.0,5.9,M,0.73
The Amazing Spider-Man (Console Version),X360,Action,2012,73.0,7.1,Unknown,0.73
The Walking Dead: Season One,X360,Adventure,2012,72.0,7.55,Unknown,0.7300000000000001
Style Savvy: Trendsetters,3DS,Simulation,2012,76.0,8.0,E,0.72
Persona 4: Arena,PS3,Fighting,2012,86.0,7.7,T,0.72
LEGO Marvel's Avengers,PS4,Action,2016,71.0,7.0,E10+,0.73
Just Dance 2015,WiiU,Misc,2014,75.0,6.6,E10+,0.73
LEGO Dimensions,PS4,Action,2015,80.0,7.1,E10+,0.73
Naruto Shippuden: Ultimate Ninja Storm Generations,PS3,Fighting,2012,74.0,7.1,T,0.73
Ratchet & Clank Collection,PS3,Action,2012,73.0,7.1,Unknown,0.72
Total War: Rome II,PC,Strategy,2013,76.0,4.2,T,0.72
Persona Q: Shadow of the Labyrinth,3DS,Role-Playing,2014,83.0,8.1,M,0.7200000000000001
MLB 14: The Show,PS4,Sports,2014,83.0,7.7,E,0.72
Borderlands: The Pre-Sequel,X360,Shooter,2014,74.0,6.4,M,0.73
Disney Infinity 3.0,PS4,Action,2015,73.0,7.1,Unknown,0.73
The Witcher 3: Wild Hunt,PC,Role-Playing,2015,93.0,9.3,M,0.7200000000000001
XCOM: Enemy Unknown,PC,Strategy,2012,89.0,8.2,M,0.71
Dragon Ball: Xenoverse 2,PS4,Action,2016,73.0,7.8,T,0.7
SSX,X360,Sports,2012,82.0,6.4,E,0.7
Skylanders: Trap Team,WiiU,Action,2014,86.0,7.1,E10+,0.7
Call of Duty: Ghosts,PC,Shooter,2013,76.0,6.7,Unknown,0.6900000000000001
Lego Star Wars: The Force Awakens,PS4,Action,2016,78.0,7.5,E10+,0.71
Minecraft: Story Mode,PS4,Adventure,2015,72.0,7.55,Unknown,0.6900000000000001
Monster Hunter Tri,WiiU,Role-Playing,2012,74.0,7.5,Unknown,0.6900000000000001
Minecraft: Story Mode,PS3,Adventure,2015,72.0,7.55,Unknown,0.6900000000000001
FIFA Soccer 13,Wii,Action,2012,73.0,1.6,E,0.69
The LEGO Movie Videogame,3DS,Action,2014,73.0,5.4,E10+,0.6900000000000002
Need for Speed (2015),XOne,Racing,2015,75.0,6.3,Unknown,0.69
Plants vs. Zombies: Garden Warfare,XOne,Shooter,2014,76.0,7.4,E10+,0.6799999999999999
Need for Speed Rivals,XOne,Racing,2013,75.0,5.8,E10+,0.7
LEGO Batman 2: DC Super Heroes,DS,Action,2012,73.0,8.0,E10+,0.69
Minecraft,WiiU,Misc,2016,75.0,7.0,Unknown,0.6700000000000002
Sniper Elite 3,PS4,Shooter,2014,67.0,7.1,M,0.6900000000000001
Wolfenstein: The New Order,XOne,Shooter,2014,79.0,7.8,M,0.6800000000000002
Kirby's Dream Collection: Special Edition,Wii,Action,2012,82.0,8.8,E10+,0.68
Book of Spells,PS3,Action,2012,73.0,7.1,Unknown,0.68
The Evil Within,XOne,Action,2014,79.0,7.3,M,0.6599999999999999
London 2012: The Official Video Game of the Olympic Games,PS3,Sports,2012,77.0,5.7,Unknown,0.68
The LEGO Movie Videogame,PS4,Action,2014,71.0,7.1,E10+,0.67
Terraria,X360,Action,2013,81.0,7.2,T,0.6799999999999999
Skylanders: Trap Team,PS3,Action,2014,73.0,7.0,E10+,0.67
F1 2015,PS4,Racing,2015,65.0,6.3,E,0.67
Diablo III,XOne,Role-Playing,2014,74.0,7.5,Unknown,0.6599999999999999
Puzzler Brain Games,Wii,Puzzle,2012,71.0,7.9,Unknown,0.66
NHL 13,X360,Sports,2012,83.0,6.6,E10+,0.66
Metro: Last Light,PS4,Action,2014,73.0,7.1,Unknown,0.66
Rayman Legends,WiiU,Platform,2013,92.0,8.7,E10+,0.6600000000000001
BioShock Infinite,PC,Shooter,2013,94.0,8.5,M,0.6599999999999999
Lollipop Chainsaw,PS3,Action,2012,67.0,7.1,M,0.66
Plants vs. Zombies: Garden Warfare,PS3,Shooter,2014,76.0,7.8,E10+,0.66
One Piece: Pirate Warriors 2,PS3,Action,2013,71.0,7.8,T,0.66
LEGO Jurassic World,XOne,Action,2015,70.0,6.7,E10+,0.6599999999999999
Freedom Wars,PSV,Role-Playing,2014,73.0,8.3,T,0.65
Rocksmith 2014,PC,Misc,2013,75.0,7.0,Unknown,0.6599999999999999
Ratchet & Clank: Into the Nexus,PS3,Shooter,2013,76.0,6.7,Unknown,0.65
Mortal Kombat,PSV,Fighting,2012,85.0,7.8,M,0.65
Disney Infinity 2.0: Marvel Super Heroes,WiiU,Action,2014,73.0,7.1,Unknown,0.6499999999999999
Farming Simulator 17,PC,Simulation,2016,64.0,8.0,E,0.65
God of War III,PS4,Action,2015,73.0,7.1,Unknown,0.64
Borderlands 2,PSV,Shooter,2014,64.0,7.6,M,0.64
Assassin's Creed IV: Black Flag,PC,Action,2013,84.0,7.7,M,0.65
The LEGO Movie Videogame,WiiU,Action,2014,68.0,7.7,E10+,0.6400000000000001
Metal Gear Solid V: The Phantom Pain,PS3,Action,2015,73.0,7.2,M,0.6399999999999999
WWE 2K15,X360,Sports,2014,50.0,4.0,T,0.6400000000000001
Football Manager 2014,PC,Sports,2013,85.0,5.5,E,0.63
Dishonored 2,PS4,Action,2016,88.0,7.7,M,0.64
The Crew,XOne,Racing,2014,64.0,5.9,T,0.6400000000000001
NHL 13,PS3,Sports,2012,84.0,6.8,E10+,0.63
Dead or Alive 5,PS3,Fighting,2012,74.0,7.7,M,0.6400000000000001
Evolve,XOne,Shooter,2015,74.0,5.1,M,0.6300000000000001
LittleBigPlanet 3,PS3,Platform,2014,78.0,7.2,E,0.64
Dragon Quest Monsters Joker 3,3DS,Role-Playing,2016,74.0,7.5,Unknown,0.63
Taiko no Tatsujin: Chibi Dragon to Fushigi na Orb,3DS,Misc,2012,75.0,7.0,Unknown,0.63
Far Cry 4,PC,Shooter,2014,80.0,6.7,M,0.63
The Walking Dead: Survival Instinct,X360,Shooter,2013,32.0,4.0,M,0.6200000000000001
Rocksmith 2014,PS4,Misc,2014,75.0,7.0,Unknown,0.63
Angry Birds Trilogy,3DS,Action,2012,62.0,4.6,E,0.6300000000000001
Crysis 3,PC,Shooter,2013,76.0,6.5,M,0.6300000000000001
NHL 16,PS4,Sports,2015,78.0,5.5,E10+,0.63
XCOM: Enemy Unknown,X360,Strategy,2012,90.0,8.3,M,0.62
LEGO Jurassic World,3DS,Action,2015,73.0,7.2,E10+,0.6200000000000001
Disney Infinity 2.0: Marvel Super Heroes,PS4,Action,2014,73.0,7.1,Unknown,0.62
Mafia III,XOne,Action,2016,67.0,4.6,M,0.6200000000000001
Toshochu: Run for Money,3DS,Adventure,2012,72.0,7.55,Unknown,0.62
2014 FIFA World Cup Brazil,PS3,Sports,2014,73.0,4.3,E,0.61
Scribblenauts: Unlimited,3DS,Action,2012,73.0,7.4,E10+,0.6200000000000001
Plants vs. Zombies: Garden Warfare,PS4,Shooter,2014,75.0,7.6,E10+,0.61
Tearaway,PSV,Adventure,2013,87.0,8.9,E,0.6200000000000001
Borderlands: The Pre-Sequel,PS3,Shooter,2014,77.0,6.3,M,0.62
Tomb Raider (2013),XOne,Action,2014,73.0,7.1,Unknown,0.61
Dark Souls II,PS4,Role-Playing,2015,74.0,7.5,Unknown,0.61
Aliens: Colonial Marines,PS3,Shooter,2013,43.0,3.6,M,0.6
Dead Island: Riptide,PS3,Action,2013,62.0,5.9,M,0.61
Just Dance 2015,X360,Misc,2014,75.0,8.3,E10+,0.6100000000000001
Kinect Sports Rivals,XOne,Sports,2014,60.0,5.1,E10+,0.6000000000000001
Dynasty Warriors 8,PS3,Action,2013,68.0,8.5,T,0.6100000000000001
Disney Infinity,WiiU,Action,2013,71.0,7.6,E10+,0.6000000000000001
 Frozen: Olaf's Quest,3DS,Platform,2013,78.0,7.2,Unknown,0.5900000000000001
LEGO The Hobbit,PS4,Action,2014,72.0,6.6,E10+,0.6
WWE 2K17,PS4,Sports,2016,69.0,6.9,T,0.6
Just Dance 2014,WiiU,Misc,2013,72.0,7.6,E10+,0.5900000000000001
NHL 15,PS4,Sports,2014,60.0,3.6,E10+,0.6
Dragon Age: Inquisition,PS3,Role-Playing,2014,74.0,5.2,M,0.59
FIFA 15,PSV,Sports,2014,77.0,3.1,E,0.6
Yakuza 5,PS3,Action,2012,83.0,8.5,M,0.59
WWE 2K16,XOne,Sports,2015,72.0,5.7,T,0.5900000000000001
Metal Gear Solid V: Ground Zeroes,PS3,Action,2014,66.0,5.9,M,0.5800000000000001
SoulCalibur V,X360,Fighting,2012,77.0,6.2,T,0.5800000000000001
Sonic & All-Stars Racing Transformed,X360,Racing,2012,75.0,6.3,Unknown,0.5800000000000001
Kinect Rush: A Disney Pixar Adventure,X360,Adventure,2012,68.0,5.1,E,0.5800000000000001
Skylanders SWAP Force,WiiU,Platform,2013,89.0,6.0,E10+,0.5800000000000001
Shin Megami Tensei IV,3DS,Role-Playing,2013,83.0,8.3,M,0.5800000000000001
JoJo's Bizarre Adventure: All Star Battle,PS3,Fighting,2013,71.0,8.3,T,0.5800000000000001
Rayman Legends,PS3,Platform,2013,91.0,8.7,E10+,0.5800000000000001
FIFA Soccer,PSV,Sports,2012,79.0,7.2,E,0.58
Pro Evolution Soccer 2015,PS3,Sports,2014,77.0,7.8,E,0.5800000000000001
London 2012: The Official Video Game of the Olympic Games,X360,Sports,2012,77.0,5.7,Unknown,0.5800000000000001
Payday 2,X360,Shooter,2013,75.0,6.3,M,0.5700000000000001
XCOM: Enemy Unknown,PS3,Strategy,2012,89.0,8.2,M,0.57
Titanfall 2,XOne,Shooter,2016,87.0,8.0,M,0.5700000000000001
WWE 2K15,XOne,Sports,2014,56.0,5.7,T,0.5700000000000001
Defiance,X360,Shooter,2013,60.0,7.2,M,0.5700000000000001
Doom 3 BFG Edition,PS3,Shooter,2012,67.0,6.4,M,0.57
Just Dance 2016,WiiU,Misc,2015,73.0,6.9,E10+,0.5700000000000001
Rune Factory 4,3DS,Role-Playing,2012,78.0,8.1,E10+,0.56
Tales of Zestiria,PS3,Role-Playing,2015,74.0,8.0,T,0.56
Xenoblade Chronicles,3DS,Role-Playing,2015,74.0,7.5,Unknown,0.5700000000000001
Titanfall,PC,Shooter,2014,86.0,6.2,M,0.56
Minecraft: Story Mode,XOne,Adventure,2015,72.0,7.55,Unknown,0.56
Yokai Sangokushi,3DS,Action,2016,73.0,7.1,Unknown,0.56
Gravity Rush,PSV,Action,2012,83.0,8.5,T,0.5499999999999999
Quantum Break,XOne,Action,2016,77.0,6.8,M,0.56
Middle-Earth: Shadow of Mordor,PS3,Action,2014,73.0,3.4,M,0.56
FIFA 15,Wii,Sports,2014,77.0,4.3,E,0.56
Guitar Hero Live,XOne,Misc,2015,81.0,5.1,T,0.55
Resident Evil: Revelations 2,PS4,Action,2015,75.0,7.7,M,0.54
LEGO Dimensions,PS3,Action,2015,73.0,6.4,Unknown,0.5599999999999999
The Amazing Spider-Man 2 (2014),PS4,Action,2014,73.0,7.1,Unknown,0.56
Assassin's Creed: Unity,PC,Action,2014,70.0,3.0,M,0.55
Star Wars Battlefront (2015),PC,Shooter,2015,76.0,6.7,Unknown,0.55
Sly Cooper: Thieves in Time,PS3,Platform,2013,75.0,8.3,E10+,0.5499999999999999
Spec Ops: The Line,PS3,Shooter,2012,77.0,8.0,M,0.54
NHL 14,PS3,Sports,2013,80.0,6.0,E10+,0.54
F1 2013,PS3,Racing,2013,77.0,6.3,E,0.5499999999999999
Rayman Origins,PSV,Platform,2012,88.0,8.4,E10+,0.54
Tiger Woods PGA Tour 13,PS3,Sports,2012,75.0,5.7,E,0.5299999999999999
Final Fantasy Explorers,3DS,Role-Playing,2014,69.0,7.0,E10+,0.53
NHL 14,X360,Sports,2013,81.0,5.9,E10+,0.54
LEGO Dimensions,WiiU,Action,2015,62.0,6.5,E10+,0.53
Dragon's Crown,PS3,Role-Playing,2013,82.0,8.3,T,0.54
Just Dance 2015,XOne,Misc,2014,70.0,7.5,E10+,0.53
The LEGO Movie Videogame,XOne,Action,2014,69.0,6.9,E10+,0.53
Overwatch,PC,Shooter,2016,91.0,6.8,T,0.53
Mario & Sonic at the Rio 2016 Olympic Games,3DS,Action,2016,73.0,7.1,Unknown,0.53
StarCraft II: Legacy of the Void,PC,Strategy,2015,88.0,8.3,T,0.52
LEGO Dimensions,X360,Action,2015,73.0,6.1,Unknown,0.53
Dragon Age: Inquisition,X360,Role-Playing,2014,74.0,5.1,M,0.53
Tales of Symphonia,PS3,Role-Playing,2013,74.0,7.2,T,0.53
LEGO Jurassic World,WiiU,Action,2015,71.0,8.1,E10+,0.52
Rory McIlroy PGA Tour,PS4,Action,2015,61.0,3.7,E,0.51
Lords of the Fallen,PS4,Role-Playing,2014,68.0,6.6,M,0.52
Kirby and the Rainbow Curse,WiiU,Platform,2015,73.0,8.0,E,0.51
 Frozen: Olaf's Quest,DS,Platform,2013,78.0,7.2,Unknown,0.51
LEGO Marvel Super Heroes,PSV,Action,2013,73.0,7.1,Unknown,0.51
Sonic & All-Stars Racing Transformed,WiiU,Racing,2012,75.0,6.3,Unknown,0.51
Epic Mickey 2: The Power of Two,X360,Action,2012,59.0,5.5,E,0.51
Soul Sacrifice,PSV,Role-Playing,2013,77.0,8.2,M,0.51
The Walking Dead: Survival Instinct,PS3,Shooter,2013,34.0,3.6,M,0.51
Alien: Isolation,XOne,Shooter,2014,78.0,7.8,M,0.49999999999999994
Dishonored,PC,Action,2012,73.0,7.1,Unknown,0.51
Naruto Shippuden: Ultimate Ninja Storm 3,X360,Fighting,2013,70.0,7.7,T,0.51
WWE 2K16,PS3,Sports,2015,77.0,6.0,T,0.51
Tiger Woods PGA Tour 13,X360,Sports,2012,77.0,5.6,E,0.51
Unit 13,PSV,Shooter,2012,71.0,7.5,T,0.49
Theatrhythm: Final Fantasy,3DS,Misc,2012,78.0,7.8,E10+,0.49000000000000005
Major League Baseball 2K12,X360,Sports,2012,68.0,6.4,E,0.5
Madden NFL 13,Wii,Sports,2012,77.0,7.3,E,0.5
Dragon Quest Heroes: The World's Tree Woe and the Blight Below,PS3,Action,2015,73.0,7.1,Unknown,0.49
F1 2012,X360,Racing,2012,84.0,6.9,E,0.49000000000000005
Sonic Lost World,3DS,Platform,2013,59.0,6.5,E10+,0.48
Plants vs. Zombies: Garden Warfare 2,PS4,Shooter,2016,81.0,7.7,E10+,0.49000000000000005
Epic Mickey: Power of Illusion,3DS,Action,2012,73.0,7.1,Unknown,0.4799999999999999
Middle-Earth: Shadow of Mordor,X360,Action,2014,73.0,4.6,M,0.48000000000000004
Pokemon Art Academy ,3DS,Misc,2014,76.0,7.7,E,0.49
Sonic & All-Stars Racing Transformed,PS3,Racing,2012,75.0,6.3,Unknown,0.48
Bravely Second: End Layer,3DS,Role-Playing,2015,81.0,7.4,T,0.48
Puzzle & Dragons Z + Super Mario Bros. Edition,3DS,Puzzle,2015,71.0,7.9,Unknown,0.48000000000000004
Mad Max (2015),XOne,Action,2015,73.0,7.1,Unknown,0.48000000000000004
Skylanders: SuperChargers,WiiU,Action,2015,87.0,5.6,E10+,0.48
Plants vs. Zombies: Garden Warfare 2,XOne,Shooter,2016,80.0,8.1,E10+,0.4799999999999999
Mario Golf: World Tour,3DS,Sports,2014,78.0,8.2,E,0.4800000000000001
Dragon Ball: XenoVerse,PS3,Fighting,2015,74.0,7.1,T,0.49000000000000005
Lollipop Chainsaw,X360,Action,2012,70.0,7.0,M,0.49
Metal Gear Rising: Revengeance,X360,Action,2013,82.0,7.8,M,0.48
Major League Baseball 2K13,X360,Sports,2013,77.0,5.7,Unknown,0.48
NHL 16,XOne,Sports,2015,80.0,6.0,E10+,0.48
Doom 3 BFG Edition,X360,Shooter,2012,67.0,6.5,M,0.47000000000000003
Rock Band 4,XOne,Misc,2015,79.0,6.4,T,0.47
Street Fighter X Tekken,X360,Fighting,2012,83.0,4.4,T,0.48000000000000004
World of Warcraft: Warlords of Draenor,PC,Action,2014,87.0,5.9,T,0.47
FIFA Soccer 13,WiiU,Action,2012,69.0,6.2,E,0.48000000000000004
Epic Mickey 2: The Power of Two,PS3,Action,2012,59.0,4.3,E,0.47000000000000003
Inazuma Eleven Go 2: Chrono Stone,3DS,Role-Playing,2012,74.0,7.5,Unknown,0.47000000000000003
EA Sports UFC,XOne,Sports,2014,70.0,6.3,T,0.45999999999999996
Art Academy: Lessons for Everyone,3DS,Action,2012,81.0,7.6,E,0.47000000000000003
One Piece: Pirate Warriors 3,PS4,Action,2015,74.0,7.4,T,0.47000000000000003
Football Manager 2015,PC,Simulation,2014,80.0,6.0,Unknown,0.47
The Evil Within,X360,Action,2014,73.0,7.6,M,0.46
Thief (2014),XOne,Action,2014,73.0,7.1,Unknown,0.45
The Walking Dead: Season One,PS4,Adventure,2014,72.0,7.55,Unknown,0.46
LEGO The Hobbit,PS3,Action,2014,73.0,7.0,E10+,0.46
Silent Hill: Downpour,PS3,Action,2012,64.0,6.9,M,0.45999999999999996
Disney Infinity 3.0,WiiU,Action,2015,73.0,7.1,Unknown,0.45999999999999996
Just Dance 2014,XOne,Misc,2013,71.0,7.0,E10+,0.44999999999999996
FIFA 15,3DS,Sports,2014,77.0,2.4,E,0.4600000000000001
LEGO The Hobbit,X360,Action,2014,70.0,8.7,E10+,0.45
NHL 15,X360,Sports,2014,77.0,2.8,E10+,0.44999999999999996
PlayStation All-Stars Battle Royale,PSV,Action,2012,75.0,7.5,T,0.44999999999999996
Lego Batman 3: Beyond Gotham,3DS,Action,2014,73.0,6.4,E10+,0.45
God Eater 2,PSV,Role-Playing,2013,74.0,7.5,Unknown,0.45
Lego Batman 3: Beyond Gotham,WiiU,Action,2014,73.0,7.0,E10+,0.45999999999999996
Pro Evolution Soccer 2017,PS4,Sports,2016,85.0,7.6,E,0.45
Disney Infinity 3.0,PS3,Action,2015,73.0,7.1,Unknown,0.44
Wolfenstein: The New Order,PC,Shooter,2014,81.0,8.2,M,0.44999999999999996
Deadpool,PS3,Action,2013,61.0,7.2,M,0.45
Watch Dogs,PC,Action,2014,77.0,4.7,M,0.44000000000000006
Mario Tennis Ultra Smash,WiiU,Sports,2015,58.0,5.3,E,0.44000000000000006
Naruto Shippuden: Ultimate Ninja Storm Generations,X360,Fighting,2012,74.0,7.2,T,0.45
Wolfenstein: The New Order,PS3,Shooter,2014,76.0,7.1,M,0.44
Skylanders: Trap Team,PS4,Action,2014,78.0,5.6,E10+,0.44
Disney Infinity 2.0: Marvel Super Heroes,XOne,Action,2014,73.0,7.1,Unknown,0.44
Fable,X360,Role-Playing,2014,74.0,7.5,Unknown,0.45
Transformers: Fall of Cybertron,X360,Action,2012,79.0,8.3,T,0.44
